9.0051,18.698,20.049,20.676,19.519,16.19,11.171,7.0321,9.629,15.676,20.747,23.265,22.557,18.604,12.021,4.441,6.4324,13.843,19.488,22.392,22.383,19.938,16.111,12.394,10.209,9.5742,9.0039,7.4365,4.9653,3.1641,4.3237,6.0243,6.4027,5.0568,2.3301,2.17,5.7803,8.8115,10.657,11.555,12.647,15.205,19.172,23.331,26.384,27.437,26.132,22.656,17.652,12.055,6.8977,3.3109,2.8974,4.4686,6.6551,9.4461,12.45,15.066,16.866,17.778,18.079,18.211,18.462,18.78,9.4642
55.12,23.755,28.229,39.775,7.8681,20.064,22.436,1.2527,19.689,27.188,15.501,29.676,38.678,15.393,28.334,15.678,21.427,13.774,13.376,14.452,18.452,15.338,22.189,19.233,4.6656,4.6773,14.074,11.213,17.158,33.911,33.013,5.3079,38.163,36.636,7.6071,2.8476,4.5103,28.46,31.642,6.9789,10.22,32.088,23.336,7.612,16.728,24.932,9.7894,6.7415,15.652,20.537,32.944,22.345,26.491,14.116,9.9466,19.129,23.235,17.566,16.746,33.843,17.141,11.95,11.999,17.822,16.236
3.8245,9.0139,11.43,12.819,12.202,9.3306,4.4969,1.8521,8.351,14.412,19.149,22.048,22.996,22.315,20.71,19.071,18.068,17.72,17.474,16.717,15.156,12.869,10.234,7.8542,6.4729,6.4753,7.331,8.2918,8.9473,9.1483,8.9499,8.6516,8.7492,9.5501,10.766,11.71,11.713,10.326,7.3974,3.1437,2.642,8.2333,13.651,18.139,21.219,22.689,22.666,21.565,19.996,18.542,17.482,16.658,15.664,14.172,12.11,9.6957,7.4385,6.1549,6.4701,7.9024,9.6403,11.252,12.534,13.359,6.8221
87.552,16.206,57.956,55.15,21.971,23.27,42.563,15.531,37.144,19.565,8.7753,38.393,47.989,13.379,24.428,34.278,57.028,14.624,10.623,17.527,27.82,25.259,54.379,18.87,17.635,17.001,38.076,33.21,31.455,14.295,20.55,28.515,19.928,23.484,19.627,14.915,63.438,13.972,46.829,39.367,29.428,8.6443,31.52,12.634,18.692,33.124,21.241,17.135,22.586,14.069,11.935,21.824,6.8386,3.476,25.714,11.422,16.506,17.485,19.446,48.112,24.495,20.773,4.643,15.667,14.95
65.006,27.041,35.931,11.876,12.974,7.4866,32.214,25.487,22.796,3.3988,26.338,29.364,29.039,12.669,6.1094,31.135,21.706,37.132,10.484,10.291,30.196,33.526,36.878,3.6554,39.127,18.563,15.267,14.694,28.457,46.901,55.994,56.784,54.689,50.158,27.023,25.757,13.494,13.272,22.219,54.622,15.648,21.459,11.241,29.669,14.404,30.501,28.127,3.8764,41.933,17.126,29.535,25.398,46.056,11.127,11.894,28.337,18.519,9.5705,8.0388,18.625,33.483,43.222,25.895,57.715,9.6167
7.0305,13.516,11.926,9.4341,6.2779,2.9172,2.2575,5.3782,8.4218,10.789,12.251,12.7,12.137,10.662,8.4641,5.7945,2.9506,0.77148,2.7318,4.9821,6.9937,8.89,10.838,12.925,15.083,17.114,18.748,19.721,19.833,18.985,17.203,14.65,11.625,8.6014,6.323,5.6689,6.4388,7.4623,8.046,8.0277,7.5542,6.981,6.7333,7.0012,7.5528,7.9689,7.9255,7.2962,6.2014,5.1405,5.0846,6.486,8.6086,10.7,12.321,13.226,13.312,12.593,11.19,9.3016,7.1767,5.0724,3.2096,1.7496,0.51974
24.532,27.886,3.9051,17.143,22.442,11.681,38.947,21.709,31.451,10.585,30.954,31.064,12.108,16.147,9.2933,19.426,8.13,10.998,13.727,10.849,15.469,16.518,3.9515,10.566,6.7624,13.841,23.697,11.951,11.709,10.967,16.062,23.527,24.871,22.544,13.877,4.7476,11.448,7.409,23.019,28.839,21.096,16.957,14.152,13.625,22.24,17.66,27.6,25.948,17.051,19.852,20.772,21.28,20.601,8.237,10.993,22.421,31.197,17.797,12.706,21.713,3.1044,23.357,22.079,8.104,7.007
17.187,33.68,31.647,28.416,24.214,19.349,14.187,9.1327,4.6237,1.4851,2.4475,3.7771,4.0905,3.6881,3.572,4.8309,7.0078,9.2264,10.927,11.777,11.637,10.574,8.897,7.2404,6.5549,7.3038,8.7615,10.068,10.809,10.939,10.688,10.448,10.556,11.026,11.529,11.632,11.014,9.5395,7.2648,4.4093,1.3107,1.6753,4.1253,5.762,6.4007,6.0164,4.7626,3.0312,1.9343,2.9429,4.3924,5.2172,5.0948,3.9556,1.9258,0.91904,3.8108,6.6153,8.8573,10.195,10.425,9.5206,7.6821,5.4682,2.1329
0.84704,2.9711,4.768,5.9309,6.1074,5.1745,3.187,0.35372,3,6.4847,9.7072,12.329,14.117,14.97,14.924,14.126,12.78,11.07,9.0952,6.8394,4.2116,1.1303,2.3982,6.2434,10.159,13.825,16.896,19.064,20.102,19.9,18.482,16.003,12.728,9.0008,5.2014,1.6986,1.1928,3.2512,4.381,4.6477,4.3357,4.042,4.4831,5.6752,7.0097,7.9374,8.0984,7.2911,5.4589,2.6833,0.8302,4.7771,8.791,12.488,15.517,17.598,18.563,18.374,17.118,14.996,12.273,9.2303,6.1008,3.0184,4.4409e-16
5.9435,16.063,21.549,22.55,18.25,10.808,6.041,9.0368,11.298,10.475,7.8642,5.4115,4.5717,6.2638,9.4155,11.819,11.985,10.462,10.667,13.906,16.561,16.623,16.176,19.649,25.98,30.424,30.043,24.48,15.507,6.0681,1.8162,5.2301,6.2314,7.5373,10.428,13.167,14.448,13.941,11.687,7.9226,3.7604,3.4423,4.9789,3.4256,2.5046,10.002,17.175,20.708,18.563,11.502,9.6034,19.788,28.706,31.694,28.022,19.776,11.568,9.3357,9.9813,7.3245,2.4512,8.6103,16.391,21.812,11.864
