0.49983,1.279,1.8739,2.5543,3.2423,3.9067,4.5298,5.0994,5.606,6.0419,6.401,6.6783,6.8702,6.9742,6.9891,6.9146,6.7517,6.5027,6.171,5.7616,5.2809,4.738,4.1449,3.5198,2.892,2.3156,1.8959,1.7909,2.0668,2.6025,3.2568,3.947,4.6269,5.2675,5.8472,6.3487,6.7578,7.0622,7.252,7.3196,7.2596,7.0694,6.7487,6.3003,5.7294,5.0446,4.257,3.3816,2.4386,1.4648,0.63937,0.98278,1.969,3.0038,4.0136,4.9686,5.8468,6.63,7.3025,7.8516,8.2675,8.5438,8.6776,8.6695,8.5241,8.2498,7.8587,7.367,6.795,6.1671,5.5125,4.8658,4.2672,3.7617,3.392,3.1836,3.1272,3.1771,3.2706,3.3496,3.3694,3.2999,3.1233,2.8324,2.4317,1.9438,1.4387,1.1368,1.398,2.124,3.0519,4.0698,5.1261,6.1867,7.2235,8.2114,9.1278,9.9522,10.667,11.255,11.706,12.01,12.161,12.156,11.997,11.688,11.236,10.653,9.9523,9.1526,8.2748,7.3449,6.3949,5.4674,4.6217,3.9428,3.5386,3.4919,3.7833,4.3023,4.9311,5.5859,6.2139,6.782,7.2685,7.6592,7.9444,8.1178,4.088
8.6879,17.865,19.168,20.909,22.684,24.163,25.114,25.387,24.905,23.655,21.678,19.059,15.923,12.424,8.7416,5.1003,2.064,2.7238,5.3018,7.5555,9.2305,10.255,10.614,10.34,9.5011,8.2033,6.5965,4.9051,3.5456,3.2476,4.1522,5.4828,6.7326,7.6937,8.276,8.4471,8.2127,7.6077,6.6898,5.5338,4.2263,2.8626,1.5592,0.66783,1.1721,1.9848,2.6133,3.0002,3.1423,3.0604,2.7929,2.3926,1.9262,1.4794,1.1673,1.0988,1.2421,1.4631,1.681,1.8802,2.0779,2.2984,2.5522,2.8271,3.0906,3.3004,3.4138,3.3951,3.2196,2.8776,2.3775,1.7564,1.1303,0.92917,1.4995,2.3444,3.2082,4.0007,4.6718,5.1923,5.5519,5.7606,5.8503,5.8731,5.8958,5.985,6.1865,6.5078,6.9163,7.3529,7.7506,8.0485,8.1989,8.1709,7.9512,7.5431,6.9659,6.2525,5.4482,4.6102,3.8086,3.1308,2.6793,2.5315,2.6672,2.9796,3.3663,3.7672,4.1541,4.5128,4.8324,5.1001,5.3019,5.4247,5.4627,5.4222,5.3288,5.2307,5.1973,5.3033,5.6004,6.0914,6.7305,7.444,8.1523,8.7832,9.2774,9.5917,4.8497
2.9999,7.4579,10.391,13.253,15.369,16.421,16.275,14.944,12.575,9.4702,6.2345,4.5033,6.1561,9.1822,11.986,14.041,15.133,15.205,14.322,12.664,10.525,8.352,6.7995,6.5202,7.3892,8.6304,9.6646,10.24,10.311,9.9705,9.4102,8.8819,8.6218,8.7397,9.1619,9.701,10.17,10.444,10.468,10.246,9.8177,9.2439,8.5861,7.8966,7.2141,6.5669,5.981,5.4868,5.1223,4.9299,4.9505,5.2175,5.7527,6.5592,7.6126,8.8564,10.203,11.543,12.755,13.718,14.329,14.512,14.228,13.484,12.336,10.89,9.3054,7.7913,6.6008,5.9593,5.9059,6.2338,6.6711,7.0384,7.2651,7.3538,7.3441,7.2849,7.2184,7.1785,7.1981,7.3166,7.5717,7.9752,8.4878,9.0143,9.4206,9.5616,9.3076,8.5646,7.2933,5.5338,3.5038,2.3044,3.9119,6.6562,9.4728,12.023,14.098,15.551,16.29,16.284,15.559,14.198,12.328,10.107,7.7115,5.3175,3.0928,1.2522,0.98741,2.0618,2.9335,3.5205,3.8704,4.0375,4.0535,3.9199,3.6188,3.1372,2.5018,1.8485,1.5852,2.0973,3.0233,3.9785,4.7709,5.2891,2.7345
1.5102,3.0014,2.9447,2.8503,2.7183,2.5496,2.3455,2.1088,1.8447,1.5627,1.2817,1.0405,0.91357,0.97903,1.2229,1.569,1.9606,2.3655,2.7637,3.1404,3.4835,3.7824,4.0276,4.211,4.3258,4.3664,4.3286,4.2103,4.0107,3.7312,3.3752,2.9485,2.4598,1.9229,1.3642,0.85981,0.69566,1.0887,1.691,2.3331,2.9654,3.5632,4.1083,4.5855,4.982,5.2869,5.4917,5.5909,5.5826,5.4696,5.2607,4.9737,4.6388,4.3045,4.0427,3.9448,4.0932,4.5186,5.1888,6.0394,7.005,8.0302,9.0701,10.087,11.049,11.928,12.699,13.342,13.837,14.171,14.333,14.315,14.115,13.733,13.173,12.446,11.562,10.538,9.3923,8.1478,6.8284,5.4605,4.0733,2.7013,1.4074,0.63346,1.4368,2.5054,3.4952,4.3596,5.0788,5.6412,6.0407,6.2756,6.3486,6.2665,6.0399,5.6828,5.2122,4.6478,4.0109,3.3246,2.6124,1.8985,1.2075,0.57083,0.206,0.60876,1.0196,1.336,1.5443,1.6395,1.6215,1.4948,1.2695,0.96396,0.62407,0.44149,0.71872,1.2108,1.7537,2.3,2.823,3.3017,3.7186,4.0589,4.3107,4.4653,2.2587
3.5995,7.114,6.8626,6.4542,5.9048,5.236,4.4752,3.6558,2.8197,2.0271,1.3925,1.148,1.3926,1.8372,2.2701,2.6145,2.8451,2.9596,2.9734,2.9202,2.8529,2.8413,2.9536,3.2261,3.6463,4.1676,4.7334,5.2908,5.7954,6.211,6.51,6.6729,6.6891,6.5572,6.2862,5.897,5.4249,4.9235,4.4676,4.1503,4.0576,4.2217,4.5966,5.0899,5.6063,6.0678,6.415,6.6041,6.6038,6.3938,5.9636,5.312,4.4471,3.388,2.1741,0.96844,1.1737,2.6461,4.2815,5.9471,7.587,9.1568,10.617,11.932,13.072,14.011,14.729,15.215,15.461,15.469,15.245,14.802,14.159,13.339,12.372,11.287,10.12,8.9071,7.686,6.498,5.3881,4.4086,3.6221,3.0959,2.8681,2.8996,3.0868,3.3267,3.5516,3.7261,3.8354,3.877,3.8553,3.7785,3.6567,3.5005,3.3198,3.1236,2.9194,2.7135,2.511,2.3167,2.1348,1.97,1.8267,1.7084,1.6168,1.5505,1.5042,1.4693,1.4359,1.3936,1.3341,1.2512,1.1423,1.0083,0.85583,0.70021,0.57374,0.53084,0.6068,0.76889,0.9665,1.1671,1.3512,1.5062,1.623,1.6955,0.86005
0.2776,0.5783,0.64676,0.75845,0.91012,1.0964,1.3081,1.5314,1.7477,1.9347,2.0683,2.1251,2.0852,1.9362,1.6795,1.345,1.0406,1.035,1.4732,2.1535,2.9158,3.6764,4.3782,4.9766,5.4367,5.7353,5.8626,5.8248,5.6474,5.3784,5.0911,4.8805,4.8433,5.0379,5.4516,6.0116,6.6219,7.191,7.6417,7.9135,7.962,7.7604,7.3007,6.598,5.698,4.6938,3.7662,3.2366,3.4154,4.1797,5.1518,6.0596,6.7485,7.1352,7.195,6.9703,6.5975,6.3378,6.5408,7.4388,8.9659,10.871,12.892,14.808,16.444,17.662,18.363,18.488,18.016,16.968,15.4,13.405,11.099,8.6184,6.1087,3.7139,1.5725,0.35758,1.6287,2.4958,2.87,2.7733,2.2655,1.4423,0.49999,0.90401,1.9889,2.9636,3.702,4.1248,4.1869,3.8789,3.2301,2.3168,1.3266,1.0489,1.9819,3.1009,4.0678,4.7582,5.1031,5.0766,4.7009,4.063,3.3572,2.9541,3.2427,4.1226,5.2012,6.193,6.9275,7.3026,7.2647,6.8024,5.943,4.7481,3.3092,1.7493,0.47098,1.5135,2.7863,3.7842,4.426,4.6786,4.5512,4.1008,3.446,2.8036,1.2576
0.68561,1.5306,1.9538,2.5541,3.2697,4.0506,4.8448,5.5965,6.2481,6.7452,7.0399,7.0955,6.8892,6.4149,5.6854,4.7354,3.6299,2.5004,1.7101,1.9484,2.9436,4.0693,5.0935,5.9211,6.5046,6.8276,6.9035,6.7775,6.5292,6.2703,6.1282,6.2036,6.5196,7.0096,7.5544,8.0281,8.3247,8.3659,8.1037,7.52,6.6291,5.4825,4.1918,3.0128,2.5506,3.2644,4.5774,5.9564,7.1635,8.0691,8.5899,8.6739,8.2984,7.4734,6.2527,4.7733,3.4199,3.2167,4.7045,6.9724,9.4396,11.859,14.081,15.994,17.511,18.569,19.124,19.158,18.673,17.694,16.264,14.446,12.315,9.9577,7.4697,4.9596,2.5943,1.2567,2.6532,4.472,6.0745,7.3682,8.3237,8.9369,9.2216,9.2064,8.9322,8.4504,7.8208,7.1095,6.3872,5.7254,5.1898,4.8271,4.6492,4.6282,4.7101,4.838,4.9669,5.0685,5.1286,5.1425,5.1114,5.0382,4.9258,4.7755,4.5873,4.36,4.0929,3.7869,3.4461,3.0788,2.6985,2.3251,1.9858,1.7139,1.5413,1.4797,1.5058,1.5729,1.6358,1.6628,1.6366,1.5511,1.4107,1.2295,1.0345,0.87204,0.40284
2.3284,4.646,4.614,4.561,4.4875,4.3942,4.282,4.1519,4.0053,3.8436,3.6684,3.4817,3.2855,3.0821,2.8741,2.6645,2.4564,2.2535,2.0602,1.8812,1.7222,1.5889,1.4869,1.4206,1.3915,1.3975,1.4335,1.4923,1.5666,1.6498,1.7366,1.8233,1.9071,1.9865,2.061,2.1307,2.1964,2.2596,2.3223,2.3867,2.4554,2.531,2.616,2.7126,2.8224,2.9466,3.0857,3.2394,3.4069,3.5868,3.7773,3.9762,4.181,4.3893,4.5984,4.8055,5.008,5.2032,5.3887,5.5619,5.7205,5.8623,5.9854,6.0877,6.1678,6.2241,6.2554,6.2607,6.2391,6.1903,6.1139,6.0101,5.8791,5.7218,5.5392,5.3327,5.1044,4.8567,4.5928,4.3168,4.0336,3.7497,3.4731,3.2142,2.9857,2.8025,2.6802,2.632,2.6649,2.7767,2.9575,3.1929,3.4679,3.7689,4.0843,4.4048,4.7229,5.0321,5.3274,5.6042,5.859,6.0883,6.2896,6.4604,6.5986,6.7027,6.7712,6.8032,6.7978,6.7546,6.6734,6.5543,6.3977,6.2042,5.9748,5.7104,5.4127,5.0831,4.7235,4.3359,3.9227,3.4863,3.0292,2.5542,2.0645,1.5634,1.0551,0.54946,0.085506
6.2701,12.584,12.698,12.837,12.939,12.939,12.776,12.411,11.823,11.019,10.037,8.9578,7.9158,7.1122,6.7827,7.0691,7.8984,9.0537,10.317,11.526,12.569,13.372,13.891,14.108,14.025,13.663,13.063,12.279,11.379,10.439,9.5395,8.7525,8.1309,7.6936,7.4196,7.2575,7.1462,7.0346,6.8936,6.7203,6.5351,6.3759,6.2866,6.3028,6.4388,6.6827,7.0026,7.3587,7.7147,8.0437,8.3301,8.5673,8.7549,8.8935,8.9804,9.0075,8.9603,8.8202,8.5696,8.1981,7.7119,7.1446,6.5722,6.1262,5.9817,6.2834,7.0456,8.1508,9.435,10.746,11.959,12.973,13.705,14.096,14.104,13.708,12.908,11.724,10.195,8.3834,6.3685,4.2645,2.3117,1.6293,3.0212,4.7312,6.2544,7.4632,8.2961,8.7217,8.7328,8.3435,7.5882,6.5191,5.2035,3.7217,2.1682,0.72968,1.0829,2.3436,3.4233,4.2264,4.708,4.8456,4.6365,4.0962,3.2579,2.1699,0.89888,0.56255,2,3.4398,4.7962,6.0077,7.0244,7.8103,8.344,8.62,8.6481,8.4529,8.0709,7.5487,6.9395,6.2995,5.6841,5.1448,4.7255,4.4598,2.1844
7.768,16.002,10.357,0.17194,9.3126,19.98,25.173,19.8,16.424,22.442,21.375,17.577,28.803,23.569,4.4498,32.607,39.364,23.008,3.3186,8.7226,1.9113,15.485,18.321,14.843,14.785,16.595,22.137,30.955,24.049,11.85,15.502,6.0042,8.2688,17.196,31.352,32.889,30.901,25.458,12.773,21.632,22.514,17.309,30.776,37.361,25.594,10.602,7.6933,15.476,24.187,30.829,24.952,8.6262,7.2267,14.186,3.3395,19.096,27.777,14.75,16.618,21.127,12.952,7.1017,11.973,20.003,17.129,15.958,21.386,21.031,15.503,4.9003,10.971,6.7381,11.744,19.053,48.899,45.599,28.005,39.662,14.733,23.624,29.097,20.2,18.21,14.032,20.574,11.276,5.3839,12.337,21.8,21.029,12.842,5.1622,9.7933,11.576,12.427,15.447,22.636,15.628,27.667,24.539,1.5664,9.98,8.2289,17.097,22.125,28.806,31.998,34.23,16.738,11.238,13.795,6.8441,6.9883,13.488,29.631,24.335,11.143,15.385,15.023,6.7309,28.16,25.985,6.7977,15.874,16.228,19.215,18.154,10.884,3.6761
