7.145,13.876,12.648,10.656,8.0146,4.9753,2.4515,3.602,6.4739,8.9895,10.659,11.26,10.742,9.2425,7.1363,5.2242,4.8808,6.2851,8.0078,9.1674,9.449,8.8384,7.53,5.8735,4.3201,3.3551,3.3483,4.4429,6.7198,10.138,14.429,19.133,23.68,27.465,29.936,30.666,29.419,26.188,21.198,14.887,7.8495,0.76529,5.6965,10.936,14.526,16.239,16.083,14.283,11.254,7.5565,3.9576,2.474,4.2784,6.0503,6.994,7.1665,6.8759,6.515,6.3399,6.2873,6.0736,5.4505,4.3616,3.0385,1.1467
0.62114,3.7906,6.882,9.3065,10.778,11.198,10.663,9.5287,8.4787,8.398,9.5963,11.447,13.159,14.204,14.308,13.408,11.608,9.1558,6.4024,3.7669,1.7425,1.0221,1.1519,1.6948,3.7546,7.1753,11.547,16.457,21.456,26.079,29.89,32.523,33.715,33.331,31.376,27.985,23.413,18.007,12.183,6.4632,2.533,5.3023,9.1028,12.038,13.92,14.772,14.726,13.996,12.852,11.588,10.469,9.6586,9.153,8.7977,8.388,7.7665,6.8652,5.7106,4.4242,3.2516,2.6176,2.8062,3.4058,3.9165,2.0537
1.0118,8.1027,15.198,21.184,25.566,28.069,28.624,27.372,24.647,20.951,16.927,13.334,10.926,10.005,9.9969,10.01,9.5167,8.4118,6.8921,5.3859,4.4896,4.5236,5.0248,5.3697,5.2709,4.7469,4.0969,3.8972,4.5464,5.722,6.8961,7.7198,8.009,7.7082,6.8871,5.7712,4.8229,4.711,5.6342,7.0442,8.3923,9.3661,9.8209,9.7405,9.2301,8.5163,7.9207,7.7411,8.0416,8.5908,9.0472,9.1371,8.7135,7.7572,6.3699,4.7824,3.4236,2.9731,3.5484,4.3757,4.9529,5.1476,5.0281,4.7917,2.3375
6.5819,12.714,11.411,9.4038,7.0263,5.1239,5.3905,7.8626,11.022,14.086,16.692,18.629,19.768,20.055,19.503,18.19,16.258,13.911,11.419,9.1355,7.4938,6.8421,7.0626,7.626,8.0828,8.253,8.2056,8.2322,8.758,10.08,12.151,14.682,17.34,19.83,21.908,23.383,24.118,24.028,23.084,21.309,18.775,15.597,11.924,7.94,3.9015,1.5534,4.7404,8.2681,11.398,13.996,16.002,17.4,18.21,18.488,18.315,17.794,17.037,16.161,15.274,14.464,13.792,13.287,12.948,12.757,6.3479
4.8906,9.5916,9.0132,8.0205,6.5828,4.6768,2.3007,0.52984,3.7199,7.1929,10.806,14.397,17.787,20.793,23.239,24.972,25.872,25.858,24.9,23.021,20.294,16.845,12.845,8.519,4.251,2.3675,5.611,9.2418,12.368,14.79,16.415,17.214,17.208,16.469,15.108,13.267,11.115,8.8413,6.6811,4.9904,4.3269,4.962,6.3957,8.1433,10.008,11.916,13.813,15.634,17.293,18.691,19.732,20.327,20.415,19.965,18.986,17.522,15.656,13.502,11.193,8.8793,6.7088,4.8188,3.326,2.3343,0.98658
3.4447,7.5395,9.1167,11.005,12.786,14.227,15.203,15.662,15.605,15.076,14.148,12.91,11.453,9.8525,8.159,6.3926,4.5611,2.7443,1.7008,3.0586,5.4197,8.0229,10.659,13.169,15.399,17.193,18.416,18.955,18.736,17.738,15.997,13.633,10.889,8.283,6.9198,7.937,10.661,13.874,16.926,19.479,21.337,22.385,22.577,21.924,20.489,18.38,15.738,12.725,9.5128,6.266,3.1361,0.50235,2.5347,4.8737,6.9621,8.8528,10.62,12.324,13.992,15.602,17.096,18.389,19.392,20.028,10.123
1.711,3.3902,3.2949,3.1373,2.9195,2.6451,2.3197,1.9515,1.5529,1.1451,0.77414,0.57076,0.70031,1.0203,1.3711,1.697,1.9758,2.1977,2.3604,2.4683,2.5321,2.5677,2.5946,2.6314,2.6913,2.7775,2.8824,2.9901,3.0815,3.14,3.1558,3.1304,3.0799,3.0379,3.052,3.1706,3.4205,3.7923,4.2442,4.7185,5.1527,5.4867,5.6643,5.6355,5.3575,4.797,3.9329,2.7666,1.3968,1.1904,3.0895,5.4683,8.105,10.922,13.849,16.814,19.741,22.553,25.175,27.534,29.564,31.207,32.416,33.155,16.702
35.617,64.735,49.047,33.253,23.768,16.905,11.332,14.379,17.391,13.321,3.9615,4.838,7.5862,4.0944,9.426,17.719,20.096,15.525,9.9399,13.001,16.729,15.775,12.813,12.671,13.777,12.428,8.8154,5.8345,6.4767,9.8672,14.43,18.686,21.917,25.11,28.837,31,29.12,24.111,21.387,23.053,22.789,16.812,8.4289,9.3439,12.719,10.359,8.0078,14.468,20.103,20.25,15.635,9.6432,5.7108,3.9478,2.2,0.71101,1.8211,3.3297,4.3658,5.1906,7.6469,11.49,14.63,16.069,8.1757
6.7797,14.612,16.486,17.502,17.59,17.942,19.176,20.165,19.378,16.54,13.488,13.429,15.926,17.404,16.033,12.564,10.747,13.541,17.234,18.672,17.544,15.679,15.464,16.539,16.43,14.071,11.445,12.694,16.471,18.152,15.496,9.591,10.847,21.684,32.105,38.161,38.072,31.773,20.851,8.8587,8.9949,17.417,22.171,22.305,19.174,15.915,16.015,18.799,20.98,20.838,18.33,14.584,11.76,12.064,14.76,17.616,19.363,19.462,17.739,14.327,9.6913,4.6346,1.1252,3.5771,2.3489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
