16.495,33.05,33.016,32.379,30.606,27.374,22.717,17.14,11.972,10.128,13.019,17.415,21.046,23.094,23.384,22.13,19.839,17.205,14.925,13.38,12.379,11.334,9.7287,7.3704,4.4349,2.0241,3.7353,6.7243,9.2967,11.185,12.382,13.005,6.596
2.8996,5.6075,5.0044,3.9194,2.2822,0.55546,3.0686,6.5539,10.496,14.681,18.854,22.735,26.041,28.516,29.952,30.218,29.276,27.2,24.187,20.588,16.945,14.056,12.814,13.438,15.083,16.71,17.65,17.578,16.409,14.26,11.473,8.7626,3.7521
15.342,14.98,28.419,52.635,30.734,6.829,27.925,38.409,22.233,42.561,36.138,24.356,32.665,33.271,42.982,60.805,38.399,5.8247,32.188,55.92,54.471,12.288,32.346,18.418,27.797,15.472,31.302,36.091,19.35,27.08,15.197,38.851,14.399
17.882,34.299,30.071,23.544,15.44,6.6807,2.531,9.75,15.444,18.858,19.758,18.219,14.588,9.4596,3.878,4.1315,9.4508,14.092,17.365,19.051,19.161,17.889,15.556,12.55,9.2699,6.0694,3.2188,0.88892,0.88095,2.0806,2.8183,3.2004,1.6582
12.748,25.169,24.391,23.699,23.68,24.552,25.962,27.224,27.696,26.986,25.005,21.939,18.176,14.205,10.485,7.3102,4.7426,2.9956,3.4944,6.0897,9.2908,12.36,14.756,16.046,15.968,14.492,11.878,8.804,6.7012,7.2361,9.3877,11.252,5.9757
11.234,21.516,18.749,14.422,8.9255,2.7481,3.5796,9.5394,14.68,18.659,21.278,22.492,22.411,21.274,19.42,17.234,15.097,13.309,12.034,11.29,11.014,11.143,11.622,12.349,13.14,13.755,13.959,13.571,12.511,10.82,8.7142,6.7021,2.8892
5.7265,11.817,12.475,12.577,11.482,9.0264,5.8123,4.8138,8.3846,12.925,16.696,19.082,20.032,20.088,20.335,21.835,24.677,27.885,30.182,30.551,28.432,23.802,17.312,11.019,10.64,16.839,23.721,28.925,31.681,31.988,30.525,28.589,13.85
15.241,30.883,31.864,32.795,32.795,30.999,26.913,20.869,15.037,14.921,21.557,29.44,35.452,38.398,38.197,35.657,32.167,29.033,26.604,24.037,20.17,14.515,7.9997,6.5204,12.639,18.709,22.579,23.73,22.384,19.294,15.529,12.328,5.5086
15.797,31.05,29.093,25.492,21.575,20.625,23.856,27.879,29.273,26.534,20.088,13.571,15.733,24.147,30.603,31.739,26.976,18.403,12.536,16.252,21.201,21.475,16.37,7.5703,3.0567,11.01,15.77,16.495,13.89,9.5838,5.7453,4.4673,2.3183
34.467,58.747,33.403,6.8812,15.512,20.177,17.23,19.988,26.708,31.234,33.579,33.177,30.474,29.418,28.278,19.12,0.51262,22.185,35.745,32.35,12.19,15.715,38.453,46.519,38.4,20.059,0.34164,17.433,30.556,37.906,35.619,21.828,0.75513
8.3211,15.751,13.239,9.6195,6.0778,5.4834,8.2715,11.277,13.213,13.737,12.925,11.177,9.1703,7.7089,7.1861,7.0594,6.4506,4.8641,2.3822,2.1711,5.7745,9.4406,12.349,13.979,14.007,12.349,9.1719,4.8755,0.2436,4.7133,8.6633,11.283,6.0996
14.684,28.55,26.13,22.231,17.083,11.124,5.6994,6.5392,12.351,18.195,22.933,26.048,27.246,26.428,23.69,19.312,13.721,7.4573,1.2849,4.9904,9.9936,13.749,16.039,16.826,16.224,14.477,11.918,8.9305,5.9138,3.2826,1.6371,1.6252,0.94276
19.733,36.292,29.768,26.397,26.359,22.504,11.6,7.9556,23.325,33.521,34.134,25.529,12.001,2.7058,7.1277,5.6518,12.931,28.717,42.937,50.11,47.918,37.488,22.531,8.1804,8.3849,16.419,21.598,23.661,22.458,18.2,12.056,5.7077,0.15436
1.9997,4.5327,5.6628,6.742,7.4588,7.77,7.8176,7.8332,7.9839,8.2395,8.3997,8.252,7.7208,6.9677,6.4358,6.6499,7.673,9.0698,10.441,11.693,13.043,14.864,17.377,20.44,23.597,26.269,27.915,28.139,26.769,23.932,20.158,16.574,7.4966
20.6,38.093,65.838,23.827,34.844,20.996,24.778,38.379,36.219,32.694,24.094,27.532,17.146,11.539,7.9172,36.218,17.994,33.027,45.087,42.442,21.386,11.499,41.931,22.902,19.833,9.3666,44.765,23.477,5.0783,25.069,41.8,17.902,6.7913
9.2288,18.568,18.724,18.562,17.828,16.61,15.373,14.7,14.708,14.748,13.847,11.291,7.19,5.6908,12.377,21.641,30.99,39.058,44.739,47.214,46.06,41.315,33.502,23.618,13.307,7.2855,12.162,18.584,22.732,24.178,23.477,21.918,10.561
40.305,64.085,26.765,6.7539,20.454,19.895,20.761,21.366,17.08,15.669,8.8889,10.206,23.886,23.724,24.695,25.655,17.352,25.289,22.854,28.372,51.091,43.418,6.824,25.757,30.076,20.207,19.65,18.118,28.796,30.779,14.751,5.5605,7.069
10.517,19.985,17.63,15.884,16.402,18.829,20.261,17.293,9.6531,6.064,11.203,13.195,15.277,19.761,21.81,19.873,19.735,28.809,41.047,45.44,35.183,13.108,12.994,22.863,13.315,11.966,35.941,46.223,38.125,19.455,12.494,21.15,12.196
1.0963,6.4846,12.178,17.488,21.969,25.202,26.798,26.479,24.157,20,14.49,8.6524,5.6574,8.8458,13.137,16.027,16.863,15.552,12.384,8.0137,3.8411,4.2617,7.4341,9.4196,9.3946,7.1947,3.0898,2.8649,9.0983,15.258,20.408,23.821,12.507
3.2795,8.4655,11.978,14.945,16.521,16.412,14.665,11.583,7.6604,3.5609,1.8109,4.7237,7.4641,9.6619,11.516,13.191,14.596,15.372,15.042,13.193,9.6302,4.5404,3.0585,9.9945,17.247,23.664,28.445,31.004,31.072,28.807,24.929,20.938,9.5679
17.475,33.864,30.75,26.025,20.314,14.374,9.0119,5.0629,3.2604,2.8347,2.0576,1.3574,3.3719,6.3523,9.3718,12.134,14.634,17.076,19.68,22.429,24.969,26.712,27.029,25.441,21.775,16.376,10.821,10.232,16.45,24.181,30.844,35.264,18.404
28.416,44.725,22.409,8.6536,17.44,27.312,24.443,22.675,23.66,25.907,33.693,40.09,35.5,16.399,4.8242,8.6193,4.7058,20.158,26.298,26.145,25.648,19.68,10.605,16.889,11.944,13.695,20.306,13.47,27.632,29.486,18.432,16.491,6.7114
48.186,10.417,58.538,35.944,28.578,28.968,23.068,16.978,24.977,54.8,16.583,48.692,35.93,43.223,60.589,30.104,37.019,60.04,60.597,64.485,35.334,30.464,5.5815,34.298,59.474,9.3451,68.316,30.773,21.713,29.096,82.281,43.123,0.14936
6.4612,12.415,11.161,9.9916,10.035,11.577,13.7,15.375,15.979,15.277,13.356,10.564,7.4433,4.6594,2.9332,2.6657,3.6711,6.208,10.334,15.623,21.441,27.078,31.852,35.2,36.766,36.453,34.445,31.179,27.284,23.473,20.391,18.456,8.9041
40.215,44.644,14.169,16.273,31.989,42.551,26.107,43.664,11.311,54.352,28.951,41.936,38.584,28.058,19.393,11.062,37.117,60.986,29.566,26.643,41.347,10.386,29.1,39.505,17.787,15.846,35.554,40.457,1.5532,32.046,26.864,27.287,3.8543
