0.053637,0.1072,0.10695,0.10652,0.10589,0.105,0.10383,0.10234,0.10051,0.098302,0.095726,0.092789,0.089522,0.085973,0.082212,0.078327,0.074423,0.070618,0.067037,0.063806,0.061038,0.058821,0.057203,0.056186,0.055724,0.055728,0.056086,0.056675,0.057377,0.058087,0.058717,0.059202,0.059492,0.059556,0.059376,0.058948,0.058282,0.0574,0.056343,0.05517,0.05397,0.052856,0.051975,0.051502,0.05162,0.052499,0.054265,0.056968,0.060578,0.064993,0.070059,0.075594,0.081406,0.087307,0.093116,0.09867,0.10382,0.10846,0.11248,0.11581,0.11842,0.12032,0.12152,0.12209,0.12214,0.12179,0.12117,0.12045,0.11975,0.11921,0.11889,0.11882,0.11896,0.11921,0.11943,0.11944,0.11904,0.11805,0.11632,0.11375,0.11031,0.10609,0.10132,0.096424,0.092065,0.089162,0.088786,0.091893,0.098972,0.1099,0.12411,0.14085,0.15935,0.17894,0.19903,0.21909,0.23865,0.25728,0.27461,0.2903,0.30405,0.31561,0.32476,0.33136,0.33529,0.33648,0.33492,0.33066,0.32377,0.31439,0.30271,0.28893,0.27332,0.25616,0.23777,0.21846,0.1986,0.17852,0.15857,0.13909,0.1204,0.10278,0.086511,0.071818,0.058919,0.048053,0.039561,0.033984,0.016003
0.050328,0.10001,0.098133,0.095197,0.091463,0.087247,0.082861,0.078568,0.074526,0.07078,0.06729,0.064016,0.061035,0.058668,0.057544,0.058521,0.062352,0.069306,0.079048,0.090862,0.10392,0.11742,0.13066,0.14306,0.15412,0.1635,0.17096,0.17638,0.17978,0.18124,0.18097,0.17921,0.17623,0.17232,0.16773,0.16267,0.15728,0.15163,0.14571,0.13945,0.13274,0.12544,0.11738,0.10842,0.098421,0.087288,0.074981,0.061556,0.047254,0.032833,0.021171,0.021263,0.034148,0.051172,0.069119,0.086851,0.10369,0.11909,0.1326,0.14383,0.15248,0.15834,0.16132,0.1614,0.15871,0.15346,0.14597,0.13662,0.12587,0.11424,0.10227,0.090539,0.079682,0.070364,0.063277,0.059032,0.057954,0.059915,0.064414,0.07083,0.078629,0.087411,0.096878,0.10678,0.1169,0.127,0.13683,0.14615,0.1547,0.16224,0.16855,0.17342,0.17671,0.17833,0.17827,0.17658,0.17344,0.1691,0.16388,0.15818,0.15241,0.14697,0.14212,0.13801,0.13458,0.13158,0.12864,0.12531,0.12117,0.11589,0.10925,0.10118,0.091768,0.081277,0.07013,0.058946,0.048603,0.040322,0.035548,0.035099,0.038158,0.042964,0.048083,0.05271,0.056488,0.059317,0.061235,0.062332,0.031344
0.033662,0.09356,0.14253,0.19031,0.22893,0.25472,0.26598,0.26252,0.24553,0.21751,0.1823,0.14536,0.11454,0.099575,0.10412,0.1193,0.13438,0.14338,0.14384,0.13535,0.11867,0.095368,0.067555,0.038393,0.02021,0.038879,0.067539,0.095299,0.12017,0.14112,0.1573,0.1679,0.1722,0.16977,0.16067,0.14578,0.12731,0.10945,0.098784,0.1013,0.11602,0.13603,0.15467,0.16739,0.17145,0.16551,0.14944,0.12422,0.091803,0.054961,0.017541,0.020787,0.050592,0.072199,0.082816,0.080915,0.066148,0.039885,0.01648,0.051612,0.10184,0.15386,0.20295,0.24505,0.27668,0.29511,0.29861,0.28657,0.25952,0.21912,0.1681,0.11017,0.051414,0.031464,0.08025,0.129,0.16844,0.19615,0.21144,0.2151,0.20949,0.19876,0.18873,0.18581,0.19414,0.21294,0.23759,0.26269,0.28379,0.2978,0.30287,0.2982,0.28383,0.26054,0.22967,0.19305,0.15296,0.11238,0.076068,0.054376,0.059648,0.080677,0.10235,0.11896,0.12846,0.13027,0.12473,0.11305,0.097562,0.08223,0.073087,0.075438,0.08783,0.10394,0.11834,0.12759,0.12973,0.12386,0.11006,0.089499,0.065174,0.045325,0.04818,0.072969,0.10301,0.1307,0.15254,0.16644,0.085605
0.15629,0.30902,0.29843,0.28119,0.25794,0.22959,0.1974,0.16314,0.12962,0.1018,0.088046,0.094844,0.11708,0.1454,0.17402,0.19995,0.22151,0.2377,0.24792,0.25192,0.24971,0.24158,0.22805,0.20993,0.18829,0.16462,0.14092,0.12003,0.10573,0.10159,0.1082,0.12235,0.13986,0.15758,0.1736,0.18682,0.19674,0.20327,0.2067,0.20764,0.20692,0.20561,0.20483,0.20557,0.20851,0.21385,0.22127,0.23002,0.23909,0.24743,0.25402,0.25803,0.25882,0.25601,0.24946,0.23932,0.22603,0.21038,0.19357,0.17725,0.16352,0.1547,0.15263,0.15774,0.16882,0.18363,0.19981,0.21533,0.22862,0.23849,0.24409,0.24485,0.24043,0.23072,0.21577,0.19587,0.17144,0.14318,0.1121,0.080113,0.052476,0.045653,0.068477,0.10294,0.13993,0.1766,0.21158,0.24398,0.27313,0.29848,0.31959,0.33614,0.34786,0.3546,0.35627,0.35287,0.34446,0.33118,0.31322,0.29086,0.26441,0.23429,0.20095,0.16493,0.12685,0.087504,0.048351,0.01905,0.041638,0.078843,0.11555,0.14994,0.1811,0.20832,0.23098,0.24857,0.26069,0.26705,0.26746,0.26191,0.25047,0.23338,0.211,0.18383,0.15248,0.11767,0.080245,0.04129,0.0043897
0.11785,0.23647,0.23868,0.24203,0.24604,0.25018,0.25386,0.25651,0.25762,0.25677,0.25361,0.24793,0.23964,0.22874,0.2154,0.19991,0.18274,0.16448,0.14596,0.12821,0.11248,0.10018,0.092438,0.089547,0.09052,0.093485,0.09645,0.097772,0.096261,0.09113,0.081941,0.068617,0.051634,0.033269,0.025284,0.043551,0.073899,0.10856,0.14534,0.18296,0.22034,0.25645,0.29032,0.32102,0.34771,0.36964,0.38617,0.39682,0.40128,0.39939,0.39121,0.377,0.35726,0.33273,0.30447,0.27393,0.24308,0.21462,0.19211,0.17947,0.17941,0.19142,0.21218,0.2376,0.26429,0.28984,0.31256,0.33135,0.34548,0.35452,0.35831,0.35687,0.35044,0.3394,0.32429,0.30576,0.28462,0.26176,0.23823,0.21516,0.19384,0.17559,0.16166,0.15294,0.14958,0.15086,0.15547,0.16187,0.16874,0.17505,0.18007,0.18335,0.18464,0.18386,0.18101,0.17622,0.16967,0.16161,0.1523,0.14208,0.1313,0.12035,0.10967,0.099721,0.090971,0.083878,0.078788,0.075845,0.074909,0.075588,0.077343,0.079626,0.081964,0.083999,0.085486,0.086283,0.086328,0.085628,0.084243,0.082275,0.079854,0.077137,0.074291,0.07149,0.068905,0.066697,0.065007,0.063945,0.031791
0.28583,0.56723,0.55388,0.53141,0.49965,0.45859,0.40868,0.35105,0.28797,0.22379,0.16755,0.13788,0.15244,0.19781,0.25146,0.30133,0.34148,0.3686,0.38092,0.37785,0.35984,0.32836,0.28582,0.2357,0.18283,0.13474,0.1044,0.10512,0.12851,0.15597,0.17723,0.18788,0.18627,0.17231,0.1472,0.11352,0.07672,0.053332,0.071039,0.11216,0.15591,0.1953,0.22693,0.24871,0.25944,0.25875,0.24711,0.22599,0.19814,0.16849,0.14567,0.14161,0.16244,0.20174,0.24976,0.2997,0.34726,0.38953,0.42437,0.45019,0.46576,0.47027,0.46329,0.44479,0.41517,0.37536,0.3268,0.27167,0.21323,0.15708,0.11504,0.1078,0.1375,0.18151,0.22529,0.26274,0.29102,0.30882,0.31583,0.3125,0.29994,0.27979,0.25412,0.22519,0.19531,0.16655,0.14044,0.11761,0.097671,0.079391,0.061269,0.042372,0.023964,0.018989,0.037136,0.060479,0.083345,0.10362,0.11993,0.13147,0.13811,0.14057,0.14058,0.14083,0.14445,0.15388,0.16961,0.19015,0.21301,0.23566,0.25605,0.2728,0.28533,0.29381,0.29917,0.30296,0.3071,0.31346,0.32346,0.33761,0.35552,0.376,0.39751,0.41846,0.43741,0.45324,0.46509,0.47241,0.23744
0.38506,0.76252,0.74005,0.70364,0.65479,0.59547,0.52799,0.45488,0.37874,0.30214,0.2276,0.15784,0.097407,0.06101,0.074499,0.11375,0.1551,0.19313,0.22642,0.25426,0.27602,0.29105,0.29872,0.29851,0.29025,0.27423,0.25143,0.22384,0.1948,0.16962,0.1553,0.15732,0.17443,0.19986,0.22659,0.24956,0.26556,0.27277,0.27047,0.25895,0.23947,0.21427,0.18663,0.16092,0.14208,0.13363,0.13469,0.14001,0.14344,0.1403,0.12773,0.10445,0.070799,0.031899,0.040948,0.097226,0.16083,0.22581,0.28843,0.34533,0.39347,0.43021,0.45353,0.46209,0.45535,0.43367,0.39837,0.35181,0.29773,0.24189,0.19375,0.1678,0.17525,0.20856,0.25131,0.29221,0.32522,0.34725,0.35698,0.35443,0.34074,0.31817,0.29011,0.2612,0.23719,0.22391,0.22463,0.23792,0.2587,0.28133,0.30145,0.31625,0.32423,0.32492,0.31867,0.3064,0.28949,0.26959,0.24844,0.22778,0.20918,0.194,0.18328,0.17778,0.1779,0.18363,0.19449,0.20955,0.22746,0.24663,0.26534,0.28189,0.2947,0.30244,0.30408,0.29899,0.28697,0.26827,0.24359,0.21406,0.18121,0.14697,0.11367,0.084288,0.062761,0.052991,0.053631,0.057614,0.029747
0.032541,0.065155,0.065373,0.065735,0.06624,0.066884,0.067664,0.068577,0.069617,0.070779,0.072057,0.073444,0.074931,0.076512,0.078177,0.079916,0.081719,0.083575,0.085473,0.087401,0.089346,0.091293,0.093231,0.095144,0.097017,0.098836,0.10058,0.10225,0.10381,0.10526,0.10657,0.10774,0.10874,0.10956,0.1102,0.11063,0.11084,0.11082,0.11057,0.11006,0.1093,0.10828,0.107,0.10544,0.10362,0.10154,0.099195,0.0966,0.093767,0.09071,0.087451,0.084015,0.080434,0.076747,0.073001,0.069254,0.065577,0.062053,0.058782,0.055879,0.053467,0.051672,0.05061,0.05036,0.050956,0.052375,0.054546,0.057363,0.060704,0.064444,0.068469,0.072674,0.076968,0.081273,0.085519,0.089647,0.093606,0.09735,0.10084,0.10404,0.10692,0.10945,0.11161,0.11338,0.11474,0.11569,0.11621,0.11629,0.11593,0.11514,0.1139,0.11224,0.11014,0.10764,0.10474,0.10145,0.097807,0.093819,0.089516,0.084924,0.080074,0.075,0.069738,0.064329,0.058819,0.053258,0.047707,0.042241,0.036954,0.031975,0.027485,0.023745,0.021094,0.019866,0.020183,0.021822,0.024357,0.027382,0.030602,0.033817,0.036898,0.039753,0.042322,0.044557,0.046426,0.047904,0.048971,0.049616,0.024916
0.040536,0.078368,0.070388,0.057519,0.040397,0.019986,0.0062893,0.029235,0.054495,0.079484,0.10327,0.12516,0.14466,0.16154,0.17576,0.18748,0.197,0.20468,0.21087,0.21581,0.21961,0.22225,0.2236,0.22347,0.22172,0.21829,0.21327,0.20685,0.19931,0.19094,0.18192,0.17224,0.16164,0.14961,0.13549,0.11866,0.098796,0.076367,0.054336,0.044028,0.060316,0.093592,0.133,0.17416,0.21455,0.25211,0.28507,0.31189,0.33137,0.34276,0.34585,0.34114,0.32993,0.31452,0.29822,0.2852,0.27973,0.28459,0.29973,0.32229,0.34795,0.37232,0.39164,0.40298,0.4043,0.39439,0.37282,0.33997,0.29693,0.24558,0.18882,0.13149,0.085256,0.078909,0.11535,0.16223,0.20531,0.23944,0.26205,0.2717,0.26777,0.25036,0.22025,0.17878,0.12784,0.069786,0.0089617,0.058053,0.12139,0.181,0.23425,0.27889,0.31308,0.33555,0.34556,0.34304,0.32857,0.30348,0.26994,0.23129,0.19268,0.16226,0.1507,0.16338,0.19365,0.23095,0.26781,0.29982,0.32439,0.34007,0.3462,0.34272,0.3301,0.30918,0.28115,0.24743,0.2096,0.16931,0.12825,0.088246,0.051905,0.02781,0.036802,0.060226,0.082257,0.10012,0.1131,0.12095,0.061785
0.44425,0.77874,0.55461,0.32303,0.063235,0.13863,0.2004,0.23948,0.16167,0.18245,0.50585,0.52458,0.18076,0.20555,0.28172,0.24725,0.35992,0.231,0.29754,0.2609,0.085682,0.28222,0.074897,0.30023,0.45176,0.37482,0.33279,0.15868,0.2143,0.46113,0.31116,0.23394,0.53494,0.57868,0.74284,0.8457,0.66919,0.33963,0.3349,0.89536,0.74419,0.18644,0.41131,0.11996,0.38909,0.24442,0.50658,0.51284,0.16987,0.39847,0.073036,0.53301,0.74376,0.6021,0.46775,0.3463,0.23876,0.4671,0.6909,0.68097,0.50179,0.28038,0.39058,0.42107,0.14885,0.75707,0.79344,0.22931,0.67438,0.72736,0.22902,0.37236,0.13563,0.52261,0.55402,0.14161,0.62492,0.45108,0.36937,0.33412,0.11764,0.19814,0.12496,0.18994,0.27763,0.3832,0.24834,0.26648,0.553,0.28989,0.4297,0.71369,0.24789,0.55654,0.55013,0.46725,0.37718,0.16522,0.10176,0.64121,0.80844,0.14071,0.6281,0.54987,0.064818,0.25795,0.39393,0.49166,0.37377,0.14627,0.28529,0.53507,0.4224,0.34715,0.46693,0.35033,0.22668,0.70595,0.52498,0.26042,0.48618,0.45174,0.42483,0.48701,0.41626,0.056083,0.36471,0.37224,0.15206
