0.16554,2.5899,6.4692,10.12,11.404,9.4523,5.3307,1.5195,0.46083,3.1721,8.304,12.822,13.642,9.7831,6.446,12.087,16.662,15.393,9.6748,9.2156,14.615,15.275,8.7369,3.3861,15.926,25.208,28.663,26.536,21.109,15.244,11.006,9.1011,9.274,10.668,11.842,11.416,9.1814,7.3196,8.2827,9.0444,6.844,3.6725,7.491,12.333,15.169,16.848,18.103,17.607,14.147,9.6,9.1637,11.115,10.341,6.9491,4.6049,5.0943,7.3022,13.073,19.552,22.505,19.94,14.721,16.167,23.069,13.164
0.52197,4.8005,5.4233,2.2557,6.9573,11.314,10.288,5.2779,5.8201,9.7781,13.044,18.159,21.75,18.867,10.314,11.497,19.959,21.158,13.714,1.7515,9.3261,15.646,17.091,15.203,11.623,9.519,11.456,14.187,17.114,20.89,22.046,16.681,4.9544,8.9752,19.347,23.448,22.931,21.161,18.173,12.456,7.0196,8.6975,10.733,9.3517,6.3631,3.919,3.8077,6.0727,7.0375,5.098,2.2413,4.5597,7.2898,8.6031,7.4724,4.8416,10.882,18.85,20.517,12.774,2.5523,16.108,21.745,15.721,2.6104
9.9412,16.059,9.2384,9.2712,8.7058,5.5226,11.083,13.14,6.0819,7.411,16.387,16.159,12.322,19.503,26.951,26.96,20.867,13.967,15.191,19.297,14.839,3.9562,17.262,23.209,13.69,10.701,23.673,20.367,3.2851,19.222,24.344,11.053,10.602,24.717,24.93,15.875,14.428,27.255,35.796,31.272,15.935,6.2251,13.353,17.961,19.808,15.38,11.577,14.67,11.146,3.6825,9.8708,10.52,7.3774,6.8866,4.7226,7.8862,16.462,24.605,27.725,21.424,8.6098,10.061,15.706,14.023,5.6612
5.4138,11.723,13.707,15,14.123,11.289,8.22,5.96,4.7061,6.4873,8.6075,7.8897,8.4652,15.963,23.174,24.432,18.432,9.4138,9.312,12.343,9.5988,8.9398,16.983,22.231,20.692,15.194,13.98,17.311,17.961,14.857,10.321,5.4669,0.82009,7.9108,13.464,14.832,11.625,6.0952,1.6667,0.89908,4.4137,8.859,10.937,8.8202,5.8592,10.2,14.61,14.086,8.7804,3.6324,6.7061,8.2526,8.4663,13.23,20.067,24.528,25.207,23.065,19.808,16.1,11.542,6.5284,4.8747,7.6452,4.5283
4.2042,13.82,13.365,2.2499,10.519,13.899,6.1844,5.0598,10.502,7.8755,6.458,11.565,14.06,13.056,9.7249,5.3279,2.309,6.7924,16.547,25.878,25.884,12.644,12.238,26.138,23.49,8.235,16.122,25.414,27.933,28.66,22.256,7.5394,6.1971,10.105,6.885,7.4779,7.9599,12.127,16.319,13.18,6.5397,3.8535,1.9233,11.612,18.81,19.742,16.72,16.698,21.75,23.063,14.711,0.78525,14.885,20.891,18.302,11.387,7.3451,11.664,13.336,8.09,4.3783,11.177,12.632,7.9554,0.4959
7.0154,16,13.296,6.2275,14.054,15.127,8.931,20.735,28.675,22.894,17.658,24.194,22.638,12.753,12.673,14.978,14.667,19.203,18.466,7.8939,10.734,21.213,22.226,15.349,6.2032,4.5179,8.9414,11.917,14.531,17.009,17.445,13.863,12.695,20.146,21.765,11.366,13.049,25.989,24.125,9.4753,11.062,13.814,2.7158,19.594,31.071,26.935,12.666,11.439,18.18,16.933,12.175,11.275,13.726,17.135,18.717,13.167,0.40381,14.505,20.676,15.808,7.1917,4.5372,1.365,11.196,8.0201
5.5885,13.001,15.363,15.261,12.976,7.9572,3.424,18.105,29.802,30.078,18.087,4.4243,9.2774,9.2768,13.808,18.859,14.645,15.206,26.632,29.448,21.378,11.529,6.5535,3.6541,11.284,15.366,12.427,8.1629,7.4607,5.285,4.9548,6.7373,4.589,0.78781,6.2913,10.297,11.276,9.3894,10.675,14.42,12.795,6.7506,11.588,17.4,15.124,7.0986,11.172,19.559,20.626,13.334,4.3612,12.671,18.508,17.78,12.554,5.6127,2.5383,7.6126,9.5767,7.7001,4.6252,5.315,7.258,7.9683,4.0151
0.0915,3.0683,8.5481,13.381,14.088,9.4656,1.6925,7.174,12.07,12.725,10.807,9.1847,8.6169,7.888,7.109,7.3182,8.5539,10.244,11.927,12.778,11.399,6.6467,2.8064,11.137,17.36,17.861,12.347,4.3514,4.8635,6.1131,1.7504,5.6183,10.758,10.39,6.4809,11.049,19.059,23.653,24.19,21.74,16.788,9.4975,0.88334,8.37,18.107,27.507,33.084,30.982,20.48,6.1017,10.115,17.065,17.445,15.616,13.983,8.9189,0.98129,10.523,14.226,9.2237,7.7463,18.537,22.532,15.319,0.54919
16.71,15.338,16.711,21.343,15.261,35.125,22.485,32.059,30.508,6.5483,10.633,15.867,26.451,9.6722,27.206,31.339,7.092,13.476,8.3505,5.6824,17.246,40.122,32.807,23.429,30.278,15.999,7.68,9.357,10.137,10.734,6.141,9.7583,16.67,12.061,6.0546,17.246,12.839,23.337,14.326,6.6604,16.207,25.304,15.313,6.4973,9.3993,5.4839,8.6372,11.64,9.4358,33.359,25.875,8.4135,19.261,24.66,27.231,21.161,4.9755,10.289,2.105,19.269,23.872,15.28,13.54,13.158,5.6978
0.11192,8.5285,14.588,16.511,14.06,9.2369,7.9972,11.005,10.98,5.6322,3.4181,11.479,14.267,10.539,9.759,18.968,25.132,23.556,16.806,13.662,15.326,12.772,4.4454,6.0103,13.094,14.464,11.137,6.6214,3.4086,3.8798,11.773,22.165,30.967,34.134,29.394,17.876,4.0734,6.4914,10.71,11.273,13.994,16.675,14.739,8.27,1.5174,5.6233,8.5749,9.8194,9.4892,8.0052,7.923,8.7191,7.7433,6.7765,7.4013,6.2581,7.0667,12.657,14.341,8.6873,9.3825,20.751,24.947,17.939,3.9603
